id	eventid	iyear	imonth	iday	approxdate	extended	resolution	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	catgory_attacktype	attacktype2	attacktype2_txt	attacktype3	attacktype3_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	targtype2	targtype2_txt	targsubtype2	targsubtype2_txt	corp2	target2	natlty2	natlty2_txt	targtype3	targtype3_txt	targsubtype3	targsubtype3_txt	corp3	target3	natlty3	natlty3_txt	gname	gsubname	gname2	gsubname2	gname3	gsubname3	motive	guncertain1	guncertain2	guncertain3	individual	nperps	nperpcap	claimed	claimmode	claimmode_txt	claim2	claimmode2	claimmode2_txt	claim3	claimmode3	claimmode3_txt	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	weaptype2	weaptype2_txt	weapsubtype2	weapsubtype2_txt	weaptype3	weaptype3_txt	weapsubtype3	weapsubtype3_txt	weaptype4	weaptype4_txt	weapsubtype4	weapsubtype4_txt	weapdetail	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propextent	propextent_txt	propvalue	propcomment	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	kidhijcountry	ransom	ransomamt	ransomamtus	ransompaid	ransompaidus	ransomnote	hostkidoutcome	hostkidoutcome_txt	nreleased	addnotes	scite1	scite2	scite3	dbsource	INT_LOG	INT_IDEO	INT_MISC	INT_ANY	related
82654	2,00703E+11	2007	3	25		0		95	Iraq	10	Middle East & North Africa	Arbil	Unknown	36.41034	44.387195	4.0	0		03/25/2007: Ansar al-Islam gunmen bombed Sana-Tel telephone tower and wounded the policemen guarding it in the Kurdish north of Iraq.  No claim of responsibility was reported.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion	2.0	Armed Assault			16	Telecommunication	90.0	Telephone/Telegraph	Sana-Tel Telephone Tower	Telephone Tower in Kurdistan	95.0	Iraq																	Ansar al-Islam						Unknown	1.0			0			0.0										6	Explosives	14.0	Time Fuse	5.0	Firearms	5.0	Unknown Gun Type										0.0	0.0	0.0	2.0			-9					0.0																	“BBC Monitoring Iraq Briefing 1500GMT 25 March 2007,” BBC Monitoring, March 25, 2007.			CETIS	0	0	0	0	
82989	2,00705E+11	2007	5	7		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0		"05/07/2007:  A suicide car bomb attack struck the building of a Kurdish regional ministry in the northern city of Arbil, Iraq.  The attack killed 19 people and wounded 11 others.  No group claimed responsibility for the attack; however, authorities indicated that a group called al Qaida Kurdish Battalions (AQKB) was responsible."	1	1	1	0.0			0.0	1	1	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	21.0	Government Building/Facility/Office	Kurdish Ministries of the Interior and Security	Kurdish Regional Ministry Building	95.0	Iraq																	Al-Qaida Kurdish Battalions (AQKB)						Unknown	0.0			0	1.0	0.0	0.0										6	Explosives	15.0	Vehicle														19.0	0.0	1.0	11.0	0.0	0.0	1	4.0	Unknown			0.0																	"""Up to 30 Killed, Wounded in Car Bomb Attack in Iraq's Kurdistan,"" Beijing Xinhua, May 9, 2007."	"van Wilgenburg, Wladimir, ""Iraqi Kurdistan Hit by First Suicide Bombing in Six Years,"" Al Monitor, September 30, 2013."		CETIS	0	1	0	1	
83007	2,00705E+11	2007	5	13		0		95	Iraq	10	Middle East & North Africa	Arbil	Makhmour	35.768353	43.588966	1.0	0		05/13/2007:  A suicide bomber drove an explosive-laden truck into the headquarters of the Kurdistan Democratic Party is Makhmour in Kurdistan, Iraq.  The attack killed 30 people and wounded 60 others.  The mayor of the town was one of those wounded.  The motivations were not specifically detailed.  However it is assumed that the motivation revolved around interrupting cooperation among the Kurds.  No group claimed responsibility for the attack.	1	1	1	0.0			0.0	1	1	3	Bombing/Explosion	Bombing/Explosion					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Kurdistan Democratic Party (KDP)	Members	95.0	Iraq	2.0	Government (General)			Government of Makhmour	Mayor	95.0	Iraq									Unknown						Unknown	0.0			0	1.0	0.0	0.0										6	Explosives	15.0	Vehicle														30.0	0.0	1.0	60.0	0.0	0.0	-9					0.0																	"""At Least 30 Killed in Suicide Bomb on Kurdish Party in Northern Iraq,"" Beijing Xinhua, May 13, 2007."			CETIS	-9	-9	0	-9	
83356	2,00706E+11	2007	6	7		0		95	Iraq	10	Middle East & North Africa	Arbil	Dore	36.905833	44.138611	1.0	0	An Iraqi Police Station.	06/07/2007: Sheik Jabar Ahmed Al Timimi, an Iraqi civilian and member of Baquba City Council, and an Iraqi Police officer were killed and another Iraqi Police officer was wounded when an unknown number of unknown perpetrators attacked an Iraqi Police station with small arms in the evening in Dura, Diyala Governorate, Iraq.  No claim of responsibility was reported.	1	1	1	0.0			0.0	1	0	2	Bombing/Explosion	Armed Assault	1.0	Assassination			2	Government (General)	18.0	Government Personnel (excluding police, military)	Baquba City Council	Sheik Jabar Ahmed Al Timimi	95.0	Iraq	3.0	Police	25.0	Police Security Forces/Officers	Iraqi law enforcement	Unknown	95.0	Iraq									Unknown						Unknown	0.0			0			0.0										5	Firearms	5.0	Unknown Gun Type													Small arms.	2.0	0.0	0.0	1.0	0.0	0.0	0					0.0																	Mohamed al-Dulaimy, “Round-up of daily violence, 8 June 2007,” McClatchy Newspapers, June 8, 2007.			CETIS	-9	-9	0	-9	
85012	2,00711E+11	2007	11	21		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Ranya	36.25341	44.893169	1.0	0		11/21/2007: The head of the Political Prisoners Association of Kurdistan was injured when two improvised explosive devices (IEDs) exploded beneath his car in Iraq’s northeastern Sulaymaniyah (Governorate) in Ranya city, Iraq. No one claimed responsibility for the attack.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					1	Business			Political Prisoner's Association of Kurdistan	The president of the association, Ahmed Rasul	95.0	Iraq																	Unknown						Unknown	0.0			0		0.0	0.0										6	Explosives	16.0	Unknown Explosive Type														0.0	0.0	0.0	1.0	0.0	0.0	-9					0.0																	“UPI NewsTrack TopNews,” UPI, November 21, 2007.	Laith Hammoudi, “Roundup of violence in Iraq,” Knight Ridder Washington Bureau, November 21, 2007.		CETIS	-9	-9	0	-9	
85292	2,00712E+11	2007	12	15		0		95	Iraq	10	Middle East & North Africa	Arbil	Kubaybah	35.815556	43.443889	2.0	0		12/15/2007: Terrorists killed Ibrahim Talab al-Jubouri, leader of the Awakening Council group in the village of Kubaibah, Iraq. Kubaibah is east of Duluyiah, about ninety kilometers north of Baghdad. In addition, four men accompanying Mr. Jubouri were also injured in the attack.	1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					17	Terrorists/Non-State Militia	94.0	Non-State Militia	Sahwa Council	The leader of the Awakening Council Group, an anti-al-Qaida group.	95.0	Iraq	14.0	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified	Four of Talab Al-Jubouri's men	Civilians	95.0	Iraq									Al-Qaida in Iraq						Al Qaida insurgents might have targeted Al-Jubouri as he was the leader of an anti-Qaida group.	1.0			0		0.0	0.0										5	Firearms	5.0	Unknown Gun Type														5.0	0.0	0.0	0.0	0.0	0.0	0					0.0																	"""Gunmen Kill Anti-Al-Qaida Group Leader North of Baghdad,” Beijing Xinhua, December 15th, 2007."			CETIS	0	0	0	0	
85894	2,00803E+11	2008	3	8		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sirajah	36.228561	45.113972	2.0	0		03/08/2008:  A civilian car was target of an exploding IED, killing a 40 year old mother, along with her daughter and son.  The father was injured in the attack.  No group has claimed responsibility for the incident.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	71.0	Race/Ethnicity Identified	Civilians	Iraqi civilians.	95.0	Iraq																	Unknown						To spread fear and violence within Iraq.	0.0			0		0.0	-9.0									-9.0	6	Explosives	8.0	Landmine														3.0	0.0	0.0	1.0	0.0	0.0	1	3.0	Minor (likely < $1 million)			0.0																	"Laith Hammoudi, ""Roundup of violence in Iraq,"" Knight Ridder Washington Bureau, March 8, 2008."			CETIS	-9	-9	0	-9	
85911	2,00803E+11	2008	3	10		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0		03/10/2008:  A blast ripped through a hotel in the 'cultural hub' of Sulaimaniyah in the autonomous northern Kurdish region, Iraq.  A booby-trapped car was detonated by a suicide bomber at around 7pm killing two people, the bomber and a security guard, and wounding 30 more. Several vehicles were damaged and the concrete walls bordering the hotel were also damaged. The explosion's suspected purpose was to get attention during a meeting of Arab parliamentarians in Irbil, the capital of Iraq's Kurdish region, considered to symbolize unity between Arabs and Kurds according to Iraqi officials. No group has claimed responsibility for the attack.	1	1	1	0.0			0.0	1	1	3	Bombing/Explosion	Bombing/Explosion					1	Business	8.0	Hotel/Resort	Business	Kurdish Hotel.	95.0	Iraq	14.0	Private Citizens & Property	71.0	Race/Ethnicity Identified	Civilians	Kurdish civilians within Iraq.	95.0	Iraq									Unknown						To spread fear and violence throughout Kurdish civilians in Iraq.	0.0			0		0.0	0.0										6	Explosives	15.0	Vehicle														2.0	0.0	1.0	30.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		A hotel and several cars were damaged in this attack.	0.0																	"Hannah Allam, ""Barrage of attacks kills 16; including 5 U.S. troops, in Iraq,"" Knight Ridder Washington Bureau, March 10, 2008."			CETIS	-9	-9	0	-9	
86824	2,00805E+11	2008	5	11		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0	The attack took place at the Asuda women's organization headquarters that gives residence for women fleeing domestic violence in Sulaymaniyah city of As Sulaimaniyah province, Iraq.	05/11/2008: On Sunday, one woman was injured when unknown gunmen in a speeding car shot at the Asuda women's organization headquarters that gives residence for women fleeing domestic violence in Sulaymaniyah city of As Sulaimaniyah province, Iraq. No claim of responsibility was made for the incident.	1	1	1	0.0			0.0	1	0	2	Armed Assault	Armed Assault					12	NGO	61.0	Domestic NGO		The Asuda women's organization headquarters that gives residence for women fleeing domestic violence	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										5	Firearms	5.0	Unknown Gun Type													Unknown firearms were used in the firearm attack.	0.0	0.0	0.0	1.0	0.0	0.0	-9				It is unknown if any property was damaged in this attack.	0.0																	"BBC Monitoring Middle East, ""Iraqi Kurdish Press Highlights 13 May 08,"" Lexis Nexis, BBC Monitoring Middle East, May 13, 2008."	"Mohammed Al Dulaimy, ""Round-up of Daily Violence in Iraq – Monday 12 May 2008,"" McClatchy Newspaper, May 12, 2008."		ISVG	-9	-9	0	-9	
86880	2,00805E+11	2008	5	14		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0	The bomb was placed in a soccer field in the Raniya area in Sulaimaniyah.	05/14/2008: On Wednesday, three kids were injured in a play ground as a bomb in a plastic bag exploded when the kids were carrying it out of the field so they could clear the area to play soccer in the Raniya area in Sulaimaniyah, Iraq. There were no claims of responsibility for the incident.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified		Three kids were injured in the attack.	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	16.0	Unknown Explosive Type													The type of explosive used in the attack is unknown.	0.0	0.0	0.0	3.0	0.0	0.0	1	4.0	Unknown		The amount of damage caused by the bomb is unknown.	0.0																	"Mohammed Al Dulaimy, ""Round-up of Daily Violence in Iraq-Wednesday 14 May 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/37021.html."			ISVG	-9	-9	0	-9	
87582	2,00806E+11	2008	6	26		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Penjwin district	35.62392	45.949173	3.0	0	The bomb exploded in Sikawiz border village in Benjwin district in eastern Sulaymaniyah, Al Anbar, Iraq.	06/26/2008: On Thursday, two Iraqi Kurdish Islamic militants were killed while planting a bomb in Sikawiz border village in Benjwin district in eastern Sulaymaniyah, Al Anbar, Iraq. No group claimed responsibility for the bombing.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					3	Police	25.0	Police Security Forces/Officers	Iraqi Border Guards	Border guards	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	16.0	Unknown Explosive Type	5.0	Firearms	5.0	Unknown Gun Type									Unknown firearms and unknown explosives were used in the attack.	2.0	0.0	2.0	0.0	0.0	0.0	0					0.0																	"Voice of Iraq, ""2 Gunmen Killed While Planting Bomb in Sulaymaniyah,"" Voice of Iraq, http://66.111.34.180/look/english/article.tpl?IdLanguage=1&IdPublication=4&NrArticle=83678&NrIssue=2&NrSection=1."	"Lexis Nexis, ""Two Iraqi Kurdish Islamic Militants Said Killed While Planting Bomb,"" BBC Monitoring Middle East, July 2, 2008."		ISVG	-9	-9	0	-9	
87710	2,00807E+11	2008	7	2		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Qalat Dizah	36.184391	45.13596	1.0	0	The attack occurred in the Qalat Daza district, northeastern Suaimaniyah.	07/02/2008: On Wednesday, gunmen threw a hand grenade inside the residence of Judge Sarkut Awni Omer in Qalat Daza district, northeastern Suaimaniyah. The greater part of the house was destroyed, but there were no casualties. No claim of responsibility has been reported.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	14.0	Judge/Attorney/Court	Government of Iraq	The target was the residence of Judge Sarkut Awni Omer.	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	7.0	Grenade													A grenade was use in the attack.	0.0	0.0	0.0	0.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		The majority of the house was destroyed in the grenade attack.	0.0																	"Sahar Issa, ""Round-up of Daily Violence in Iraq, Wednesday 2 July 2008,"" Mcclatchy Newspaper, http://www.mcclatchydc.com/212/story/42897.html."			ISVG	-9	-9	0	-9	
87720	2,00807E+11	2008	7	2		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0	The attack took place in Arbil, Irbil, Iraq.	07/02/2008: On Wednesday, armed assailants kidnapped the Noruz Satellite Station manager in Arbil, Irbil, Iraq. Later that day authorities found the victim, who had been injured by unknown means.  No group claimed responsibility.	1	1	1	0.0			0.0	1	0	6	Hostage Taking (Kidnapping)	Hostage Taking (Kidnapping)					1	Business			Noruz Satellite Station.	The Noruz Satellite Station manager was the target.	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										13	Unknown															Unknown weapons were used in the attack.	0.0	0.0	0.0	1.0	0.0	0.0	0					1.0	1.0	0.0	-99.0				0.0						5.0	Successful Rescue	1.0		"Mcclatchy Newspaper, ""Round-up of Daily Violence in Iraq, Wednesday 2 July 2008,"" Mcclatchy Newspaper, http://www.mcclatchydc.com/212/story/42897.html, July 2, 2008."	"National Counterterrorism Center, ""One TV Station Manager Kidnapped and Wounded in Arbil, Iraq"", Worldwide Incidents Tracking System, January 26, 2010."		ISVG	-9	-9	0	-9	
90313	2,00901E+11	2009	1	11		0		95	Iraq	10	Middle East & North Africa	Arbil	Makhmour	35.768353	43.588966	1.0	1	The attack took place in the village of Yarmaja near Makmour.	01/11/2009: On Sunday, in the village of Yarmaja, Makhmour, Iraq, a landmine exploded, wounding two kids who were on their way to school. There was no damage or damage reported and no group claimed responsibility.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified		Civilians	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	8.0	Landmine													A landmine was used in the attack.	0.0	0.0	0.0	2.0	0.0	0.0	-9	4.0	Unknown		It is unknown if the attack caused any property damage.	0.0																	"Voice of Iraq, ""2 kids wounded in landmine blast,"" http://en.aswataliraq.info/?p=106109 (January 11, 2009)"			ISVG	-9	-9	0	-9	
91839	2,00905E+11	2009	5	10		0		95	Iraq	10	Middle East & North Africa	Arbil	Makhmour	35.768353	43.588966	1.0	1	The attack took place in the village of Makkuk, Makhmour.	05/10/2009: On Sunday, near Makhmour, Irbil, Iraq, a landmine went off near the village of Makkuk, wounding one civilian and causing no reported damage. There was no motive reported and no group claimed responsibility.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified		Civilians	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	8.0	Landmine													A landmine was used in the attack.	0.0	0.0	0.0	1.0	0.0	0.0	0					0.0																	"Voice of Iraq, ""Farmer wounded by landmine blast near Makhmour,"" http://en.aswataliraq.info/?p=112868 (May 10, 2009)."			ISVG	-9	-9	0	-9	
94301	2,00911E+11	2009	11	10		0		95	Iraq	10	Middle East & North Africa	Arbil	Makhmour	35.768353	43.588966	1.0	0	The attack took place in Makhmour	11/10/2009: On Tuesday night, in the Ibn Mustafa district of central Arbil, Arbil, Iraq, assailants fired upon and killed a Kurdish security forces captain. No group claimed responsibility.	1	1	1	0.0			0.0	1	0	2	Armed Assault	Armed Assault					4	Military	34.0	Military Personnel (soldiers, troops, officers, forces)	Peshmerga	A Kurdish security member was targeted in the incident.	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										5	Firearms	5.0	Unknown Gun Type													Unknown firearms were used in the attack.	1.0	0.0	0.0	0.0	0.0	0.0	-9	4.0	Unknown		It is unknown if the attack caused any property damage.	0.0																	"McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Tuesday 10 November 2009,"" http://www.mcclatchydc.com/iraq-daily-violence/story/78646.html (November 10, 2009)."	National Counterterrorism Center, “One Paramilitary Member Killed in Armed Attack in Arbil, Arbil, Iraq,” Worldwide Incidents Tracking System, April 19, 2010.	"BBC Monitoring Middle East, ""Gunmen Kill Iraqi Kurdish Security Officer in Central Arbil,"" LexisNexis Academic, BBC Monitoring Middle East, November 10, 2009."	ISVG	-9	-9	0	-9	
98455	2,01009E+11	2010	9	29		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0		"09/29/2010: On Wednesday, in the al-Dawoodiyah village, Sulaymaniyah, As Sulaymaniyah, Iraq, a suspected Al Qaeda suicide bomber was noticed by Kurdish security forces, also known as Asaish, and fired upon him. The suicide bomber was forced to detonate his improvised explosive device constructed into a vest targeting a crowd of security men waiting to get their check, prematurely. Two Kurdish security force members were also wounded. No damages were reported. No group claimed responsibility; however, authorities indicated that al-Qaida Kurdish Battalions (AQKB) was responsible for the attack."	1	1	1	0.0			0.0	1	1	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	20.0	Intelligence	Kurdish Asayish	Security forces	95.0	Iraq																	Al-Qaida Kurdish Battalions (AQKB)						The specific motive for the attack is unknown.	0.0			0	1.0	0.0	0.0										6	Explosives	13.0	Suicide (carried bodily by human being)													An improvised explosive device was used in the attack.	1.0	0.0	1.0	2.0	0.0	0.0	-9				It is unknown if the attack caused any property damage.	0.0																The available sources listed the fatalities for this attack from one to one, and the injuries for this attack from two to three, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.	"Xinhua News Agency, ""Suicide Bomber Hits Kurdish Security Men in Northern Iraq,"" Xinhua News Agency, September 29, 2010, http://www.xinhuanet.com/english2010/world/middleeast.htm."	"Voice of Iraq, ""Suicide Bomber from Iran Hits Peshmerga in Qalaa-Diza,"" http://en.aswataliraq.info/?p=137360 (September 29, 2010)."	"van Wilgenburg, Wladimir, ""Iraqi Kurdistan Hit by First Suicide Bombing in Six Years,"" Al Monitor, September 30, 2013."	ISVG	0	1	0	1	
101072	2,01104E+11	2011	4	11		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0	The attack took place outside a Kurdish journalist's house in Sulaymaniyah, Al Anbar, Iraq.	04/11/2011: On Monday morning, in Sulaymaniyah, Al Anbar, Iraq, unknown assailants detonated an improvised explosive device attached to a Kurdish journalist's car, Suran Omar, outside his house. The blast caused an unknown amount of property damage to the vehicle, but resulted in no casualties and no group claimed responsibility.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					10	Journalists & Media	53.0	Newspaper Journalist/Staff/Facility		The vehicle of Suran Omar, a Kurdish journalist’s car,																			Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	15.0	Vehicle													A vehicle borne improvised explosive device was used in the attack.	0.0	0.0	0.0	0.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		The attack caused an unknown amount of property damage to a Kurdish journalist's vehicle.	0.0																	"Press TV, ""Separate Attacks Kill Six in Iraq,"" http://www.presstv.ir/detail/174172.html (April 11, 2011)."	"Arkansas Online, ""Robbers in Iraq Kill Jeweler, Son,"" Arkansas Online, April 11, 2011, http://www.arkansasonline.com/news/2011/apr/11/robbers-iraq-kill-jeweler-son-20110411/?print."		ISVG	-9	-9	1	1	
101802	2,01105E+11	2011	5	31		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0	The attempted bombing took place at the main gate of the city on Arbil-Kirkuk road in Arbil, Irbil, Iraq.	05/31/2011: On Tuesday night, at the main gate of the city on Arbil-Kirkuk road in Arbil, Irbil, Iraq, Kurdish security forces located and defused a sticky bomb in a civilian car. No casualties or damages were reported and no group claimed responsibility.	1	1	1	0.0			0.0	0	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified		Civilians	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	29.0	Sticky Bomb													A sticky bomb was used in the attack.	0.0	0.0	0.0	0.0	0.0	0.0	0					0.0																	"Voice of Iraq, ""Sticky Bomb Dismantled in Arbil,"" http://en.aswataliraq.info/Default1.aspx?page=article_page&id=142906&l=1 (June 1, 2011)."	Jane’s Intelligence, “Security Forces Defuse IED in Iraq's Arbil,” Terrorism Watch Report, Voice of Iraq, June 2, 2011.		ISVG	-9	-9	0	-9	
101917	2,01106E+11	2011	6	7		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0	The attack took place in Sulaymaniyah, As Sulaymaniyah, Iraq.	06/07/2011: On Tuesday, in Sulaymaniyah, As Sulaymaniyah, Iraq, an improvised explosive device that was planted under a civilian's car by unidentified militants detonated, wounding one civilian woman and causing an unknown amount of property damage. No group claimed responsibility for the attack.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	73.0	Vehicles/Transportation		A civilian car	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	17.0	Other Explosive Type													An improvised explosive device was used in the attack.	0.0	0.0	0.0	1.0	0.0	0.0	1	4.0	Unknown		The attack caused an unknown amount of property damage.	0.0																	"Voice of Iraq, ""Woman Injured in Sulaimaniya Blast,"" http://en.aswataliraq.info/Default1.aspx?page=article_page&id=143001&l=1 (June 7, 2011)."	Jane’s Intelligence, “IED Attack Wounds Civilian in Iraq's Sulaymaniyah,” Terrorism Watch Report, Voices of Iraq, June 8, 2011.		ISVG	-9	-9	0	-9	
102526	2,01107E+11	2011	7	25		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0	The attack took place in the Seidakan Village area, Soran township, Arbil, Irbil, Iraq.	07/25/2011: On Monday in the Saidakan Village area, Soran township, Arbil, Irbil, Iraq, unknown assailants in Iran fired artillery into the village. The attack killed two civilians, wounded two others, and caused an unknown amount of property damage. No group claimed responsibility.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified		Civilians	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	11.0	Projectile (rockets, mortars, RPGs, etc.)													Unknown artillery was used in the attack.	2.0	0.0	0.0	2.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		The attack caused an unknown amount of property damage.	0.0																The available sources listed the fatalities for this attack from two to two, and the injuries for this attack from two to three, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.	"Voice of Iraq, ""URGENT: Two Civilians Killed, Three Others Injured in Iranian Bombardment of Arbil Village,"" http://en.aswataliraq.info/Default1.aspx?page=article_page&id=143936&l=1 (July 25, 2011)."	"BBC Monitoring Middle East, ""Two Iraqi Kurdish Shepherds Said Killed in Iranian Shelling,"" LexisNexis Academic, BBC Monitoring Middle East, July 25, 2011."		ISVG	-9	-9	0	-9	
102678	2,01108E+11	2011	8	10		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0	The attack took place in Kurdistan Region’s central Sulaymaniyah’s Mowlawi Street in Sulaymaniyah, Al Anbar, Iraq.	08/10/2011: On Wednesday night, in Kurdistan Region’s central Sulaymaniyah’s Mowlawi Street in Sulaymaniyah, Al Anbar, Iraq, unknown assailants detonated an improvised explosive device targeting a small shop. The blast wounded two civilians and caused an unknown amount of property damage to the shop. No group claimed responsibility.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					1	Business	7.0	Retail/Grocery/Bakery		A shop	95.0	Iraq																	Unknown						The specific motive for the attack is unknown.	0.0			0	-99.0	0.0	0.0										6	Explosives	28.0	Dynamite/TNT													TNT was used in the attack.	0.0	0.0	0.0	2.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		The attack caused an unknown amount of property damage to the shop.	0.0																	"Voice of Iraq, ""Two Citizens Injured in Tnt Blast in Sulaimaniya,"" http://en.aswataliraq.info/Default1.aspx?page=article_page&id=144236&l=1 (August 11, 2011)."			ISVG	-9	-9	0	-9	
110242	2,01208E+11	2012	8	15		0		95	Iraq	10	Middle East & North Africa	Dihok	Dihok	36.860813	42.97646	1.0	0		08/15/2012: An explosive device detonated in Duhok city, Duhok governorate, Iraq. Two civilians were wounded in the attack. No group claimed responsibility for the incident.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified	Not Applicable	Civilians	95.0	Iraq																	Unknown							0.0			0	-99.0	1.0	0.0										6	Explosives	29.0	Sticky Bomb													A magnetic sticky bomb was used in the attack.	0.0	0.0	0.0	2.0	0.0	0.0	0					0.0																	"""Iraq bombings and shooting kill 10 people: officials,"" Agence France Presse -- English, August 15, 2012."			START Primary Collection	-9	-9	0	-9	
